uri,date_status,window_years,dates,citation,candidate_people,contributions,subject_labels
http://www.sudoc.fr/254082165/id,catalogued_year_in_window,2020,2020,"Propaganda and (un)covered identities in treatises and sermons  : Christians, Jews, and Muslims in the premodern Mediterranean  / Cándida Ferrero Hernández, Linda G. Jones (eds.) / Bellaterra : Universitat Autònoma de Barcelona, Servei de Publicacions , 2020",Linda Gale Jones,http://www.idref.fr/174631510/id pbd,Christianisme -- Relations -- Islam; Islam -- Relations -- Judaïsme; Histoire religieuse; Christianisme -- Relations -- Judaïsme
http://www.sudoc.fr/254200230/id,catalogued_year_in_window,2020,2020,"Polygamous ways of life past and present in Africa and Europe  = = Polygame Lebensweisen in Vergangenheit und Gegenwart in Afrika und Europa :   / herausgegeben von/edited by Henry Kam Kah, Bea Lundt / Wien : Lit , 2020",Bea Lundt,http://www.idref.fr/033208719/id pbd,Polygamie
http://www.sudoc.fr/254403468/id,catalogued_year_in_window,2020,2020,"A cultural history of peace  Volume 5, In the age of Empire  / general editor, Ronald Edsforth  / edited by Ingrid Sharp / London [etc.] : Bloomsbury Academic , 2020",Ingrid Sharp,http://www.idref.fr/112933602/id pbd,Paix
http://www.sudoc.fr/254823750/id,catalogued_year_in_window,2020,2020,"Les Amazones  : quand les femmes étaient les égales des hommes, VIIIe siècle av. J.-C.-Ier siècle apr. J.-C.  / Adrienne Mayor  ; traduit de l'anglais (États-Unis) par Philippe Pignarre  ; préface de Violaine Sebillotte Cuchet / Paris : La Découverte , 2020",Violaine Sebillotte-Cuchet,http://www.idref.fr/108540952/id aui,Femmes -- Dans l'art; Amazones; Femmes; Guerriers; Guerrières
http://www.sudoc.fr/256059896/id,catalogued_year_in_window,2021,2021,"Le comité d'entente des écoles d'infirmières (1949-2019)  : un corps intermédiaire dans la formation professionnelle  / Christian Chevandier / Mont-Saint-Aignan : Publications des Universités de Rouen et du Havre , DL 2021",Christian Chevandier,http://www.idref.fr/032291485/id aut,Soins infirmiers -- Étude et enseignement; Instituts de formation en soins infirmiers; Histoire des soins infirmiers; Écoles d'infirmières
http://www.sudoc.fr/256830967/id,catalogued_year_in_window,2020,2020,"On the judgment of history  / Joan Wallach Scott / New York : Columbia University Press , 2020",Joan Wallach Scott,http://www.idref.fr/027129446/id aut,"Philosophie de l'histoire; Historiographie; Nationalisme; Racisme; Nuremberg, Procès de (1945-1946); Commissions vérité et réconciliation"
http://www.sudoc.fr/257788670/id,catalogued_year_in_window,2021,2021,"Les activités collectives et le politique dans les cités grecques  / Pauline Schmitt Pantel  ; texte envoyé par Violaine Sebillotte Cuchet / Paris : Éditions de la Sorbonne , 2021",Violaine Sebillotte-Cuchet,http://www.idref.fr/108540952/id aui,Pratiques politiques; Participation sociale; Cités-États
http://www.sudoc.fr/258485108/id,catalogued_year_in_window,2020,2020,"Horse breeds and human society  : purity, identity and the making of the modern horse  / edited by Kristen Guest and Monica Mattfeld / Abingdon, Oxon : Routledge , 2020",Monica Mattfeld,http://www.idref.fr/220008817/id edt,Cheval -- Élevage; Relations homme-animal
http://www.sudoc.fr/258750421/id,catalogued_year_in_window,2021,2021,"L'histoire de France  : à travers ses personnages  / Antoine Auger,... Marion Fontaine,... Guillaume Picon,... / Vanves : Hachette éducation , DL 2021",Marion Fontaine,http://www.idref.fr/148532616/id aut,France -- Histoire; Individu et histoire
http://www.sudoc.fr/25896426X/id,catalogued_year_in_window,2021,2021,"Embodiment, identity, and gender in the early modern age  / edited by Amy E. Leonard and David M. Whitford / London : Routledge, Taylor & Francis Group , 2021",Amy Leonard,http://www.idref.fr/095014683/id pbd,Femmes -- Conditions sociales; Rôle selon le sexe; Sexualité; Identité de genre; Études sur le genre
http://www.sudoc.fr/260368512/id,catalogued_year_in_window,2021,2021,"Histoire du mouvement ouvrier  : 1830-1953  / Edouard Dolléans / Paris : République des Lettres , 2021",Édouard Dolléans,http://www.idref.fr/031569536/id aut,
