person_id,label,gender_wikidata,basis,has_node,rep_entries,strand_entries,entries
deborah_gray_white,Deborah Gray White,female,name_match_qid_unreviewed,False,3,3,black;gender;women
evelyn_brooks_higginbotham,Evelyn Brooks Higginbotham,female,label_consensus_1,False,3,3,black;gender;women
ida_altman,Ida Altman,female,name_match_qid_unreviewed,False,1,1,atlantic
elsa_goveia,Elsa Goveia,female,name_match_qid_unreviewed,False,1,1,atlantic
richard_price,Richard Price,male/no P21,name_match_qid_unreviewed,False,1,1,atlantic
joan_kelly,Joan Kelly,female,name_match_qid_unreviewed,False,2,2,oldculture;women
louise_tilly,Louise A. Tilly,female,name_match_qid_unreviewed,False,3,2,demography;labourhistory;women
michelle_perrot,Michelle Perrot,female,name_match_qid_unreviewed,False,4,3,annales;labourhistory;social;women
uma_chakravarti,Uma Chakravarti,female,name_match_qid_unreviewed,False,2,2,gender;women
oyeronke_oyewumi,Oyèrónkẹ́ Oyěwùmí,female,label_consensus_1,False,1,1,gender
michelle_rosaldo,Michelle Zimbalist Rosaldo,unknown,no_wikidata_match,False,2,2,anthropology;gender
elizabeth_lapovsky_kennedy,Elizabeth Lapovsky Kennedy,female,label_consensus_1,False,2,1,oral;queer
madeline_d_davis,Madeline D. Davis,unknown,no_wikidata_match,False,2,1,oral;queer
eve_kosofsky_sedgwick,Eve Kosofsky Sedgwick,female,label_consensus_1,False,1,1,queer
judith_butler,Judith Butler,female/non-binary,label_mixed_4,False,2,1,gender;queer
lillian_faderman,Lillian Faderman,female,name_match_qid_unreviewed,False,2,1,queer;women
bret_hinsch,Bret Hinsch,male,name_match_qid_unreviewed,False,1,1,queer
bernadette_brooten,Bernadette J. Brooten,unknown,no_wikidata_match,False,2,1,queer;women
susan_stryker,Susan Stryker,trans woman,name_match_qid_unreviewed,False,2,2,gender;identity;queer
ronald_takaki,Ronald Takaki,male,name_match_qid_unreviewed,False,1,1,identity
john_boswell,John Boswell,male,name_match_qid_unreviewed,False,1,1,queer
te_rangi_hiroa,Te Rangi Hīroa (Peter H. Buck),unknown,no_wikidata_match,False,2,2,anthropology;indigenous
vine_deloria_jr,Vine Deloria Jr.,male,name_match_qid_unreviewed,False,1,1,indigenous
angela_cavender_wilson,Angela Cavender Wilson,unknown,no_wikidata_match,False,3,2,ethnohistory;indigenous;oral
julie_cruikshank,Julie Cruikshank,female,label_consensus_1,False,4,3,anthropology;ethnohistory;indigenous;oral
angela_sidney,Angela Sidney,female,label_consensus_1,False,3,2,ethnohistory;indigenous;oral
kitty_smith,Kitty Smith,unknown,no_wikidata_match,False,3,2,ethnohistory;indigenous;oral
annie_ned,Annie Ned,unknown,no_wikidata_match,False,3,2,ethnohistory;indigenous;oral
lester_irabinna_rigney,Lester-Irabinna Rigney,male,label_consensus_1,False,1,1,indigenous
silvia_rivera_cusicanqui,Silvia Rivera Cusicanqui,female,name_match_qid_unreviewed,False,3,2,ethnohistory;indigenous;oral
angela_mcrobbie,Angela McRobbie,female,label_consensus_1,False,1,1,culturalstudies
jenny_garber,Jenny Garber,unknown,no_wikidata_match,False,1,1,culturalstudies
paul_willis,Paul Willis,male,label_consensus_8,False,1,1,culturalstudies
dick_hebdige,Dick Hebdige,male,label_consensus_1,False,1,1,culturalstudies
hazel_carby,Hazel V. Carby,female,label_consensus_1,False,3,1,culturalstudies;gender;women
pratibha_parmar,Pratibha Parmar,female,label_consensus_1,False,1,1,culturalstudies
bronislaw_malinowski,Bronislaw Malinowski,unknown,no_wikidata_match,False,1,1,anthropology
alfred_radcliffe_brown,A. R. Radcliffe-Brown,unknown,no_wikidata_match,False,1,1,anthropology
edward_evans_pritchard,E. E. Evans-Pritchard,male,label_consensus_1,False,1,2,anthropology;marx
marcel_mauss,Marcel Mauss,male,label_consensus_1,False,3,2,anthropology;durkheim;practice
ruth_benedict,Ruth Benedict,female,label_consensus_1,False,1,1,anthropology
margaret_mead,Margaret Mead,female,label_consensus_1,False,1,1,anthropology
victor_turner,Victor Turner,male,label_consensus_2,False,1,1,anthropology
marshall_sahlins,Marshall Sahlins,male,label_consensus_1,False,1,1,anthropology
bernard_cohn,Bernard S. Cohn,unknown,no_wikidata_match,False,2,1,anthropology;post
talal_asad,Talal Asad,male,label_consensus_1,False,1,1,anthropology
james_clifford,James Clifford,male,name_match_qid_unreviewed,False,1,1,anthropology
george_marcus,George E. Marcus,male,label_consensus_3,False,1,1,anthropology
johannes_fabian,Johannes Fabian,male,name_match_qid_unreviewed,False,1,1,anthropology
ruth_behar,Ruth Behar,female,label_consensus_1,False,2,1,anthropology;women
deborah_gordon,Deborah A. Gordon,unknown,no_wikidata_match,False,2,1,anthropology;women
zora_neale_hurston,Zora Neale Hurston,female,name_match_qid_unreviewed,False,1,1,anthropology
fei_xiaotong,Fei Xiaotong,male,label_consensus_1,False,1,1,anthropology
edmund_leach,Edmund Leach,male,label_consensus_2,False,1,1,anthropology
charles_bally,Charles Bally,male,label_consensus_1,False,1,1,saussure
albert_sechehaye,Albert Sechehaye,male,label_consensus_1,False,1,1,saussure
albert_riedlinger,Albert Riedlinger,male,label_consensus_1,False,1,1,saussure
antoine_meillet,Antoine Meillet,male,label_consensus_1,False,2,2,durkheim;saussure
nikolai_trubetzkoy,Nikolai Trubetzkoy,male,name_match_qid_unreviewed,False,1,1,saussure
louis_hjelmslev,Louis Hjelmslev,male,label_consensus_1,False,1,1,saussure
henri_hubert,Henri Hubert,male,name_match_qid_unreviewed,False,1,1,durkheim
gabrielle_spiegel,Gabrielle M. Spiegel,female,name_match_qid_unreviewed,False,2,2,language;saussure
georges_duby,Georges Duby,male,name_match_qid_unreviewed,False,3,5,annales;marx;practice;revival;social
bernard_lepetit,Bernard Lepetit,male,name_match_qid_unreviewed,False,2,2,annales;economic
jacques_revel,Jacques Revel,male,name_match_qid_unreviewed,False,3,3,annales;ethnohistory;micro
henri_jean_martin,Henri-Jean Martin,male,name_match_qid_unreviewed,False,2,2,annales;technology
henri_wallon,Henri Wallon,male,label_consensus_3,False,1,1,annales
charles_blondel,Charles Blondel,male,label_consensus_2,False,1,1,annales
d_p_walker,D. P. Walker,male,name_match_qid_unreviewed,False,2,2,annales;oldculture
donald_f_mckenzie,D. F. McKenzie,unknown,no_wikidata_match,False,2,2,culture;technology
louis_marin,Louis Marin,male,name_match_qid_unreviewed,False,1,0,culture
paul_ricoeur,Paul Ricœur,male,label_consensus_1,False,1,0,culture
stanley_fish,Stanley Fish,male,name_match_qid_unreviewed,False,1,1,culture
jean_yves_grenier,Jean-Yves Grenier,male,label_consensus_2,False,1,1,economic
jean_pascal_simonin,Jean-Pascal Simonin,unknown,no_wikidata_match,False,1,1,economic
a_l_morton,A. L. Morton,male,name_match_qid_unreviewed,False,1,2,biography;marx
george_rude,George Rudé,male,name_match_qid_unreviewed,False,1,1,marx
john_saville,John Saville,male,name_match_qid_unreviewed,False,1,1,marx
victor_kiernan,V. G. Kiernan,unknown,no_wikidata_match,False,1,1,marx
james_epstein,James Epstein,male,label_consensus_1,False,1,0,political
neville_kirk,Neville Kirk,male,name_match_qid_unreviewed,False,2,2,historyworkshop;marx
david_cannadine,David Cannadine,male,name_match_qid_unreviewed,False,1,0,biography
paul_sweezy,Paul M. Sweezy,unknown,no_wikidata_match,False,2,2,economic;marx
kohachiro_takahashi,H. K. Takahashi,unknown,no_wikidata_match,False,2,2,economic;marx
e_a_kosminsky,E. A. Kosminsky,unknown,no_wikidata_match,False,2,1,economic;marx
george_unwin,George Unwin,male,label_consensus_3,False,1,1,economic
jean_birrell,Jean Birrell,unknown,no_wikidata_match,False,1,0,social
christopher_dyer,Christopher Dyer,male,name_match_qid_unreviewed,False,1,0,social
zvi_razi,Zvi Razi,male,name_match_qid_unreviewed,False,1,0,social
jean_philippe_genet,Jean-Philippe Genet,male,name_match_qid_unreviewed,False,1,0,annales
j_t_murphy,J. T. Murphy,male,label_consensus_1,False,1,1,biography
anton_blok,Anton Blok,male,label_consensus_2,False,1,1,anthropology;social
fikret_adanir,Fikret Adanir,unknown,no_wikidata_match,False,1,1,social
gonzalo_sanchez,Gonzalo Sánchez,male,label_consensus_5,False,1,1,social
donny_meertens,Donny Meertens,female,label_consensus_1,False,1,1,social
m_a_barg,M. A. Barg,unknown,no_wikidata_match,False,1,1,marx
j_c_davis,J. C. Davis,male,name_match_qid_unreviewed,False,1,1,political
jonathan_scott,Jonathan Scott,male,name_match_qid_unreviewed,False,1,1,political
nigel_smith,Nigel Smith,male,label_consensus_7,False,1,1,political
f_w_maitland,F. W. Maitland,unknown,no_wikidata_match,False,2,2,economic;political
edwin_f_gay,Edwin F. Gay,unknown,no_wikidata_match,False,1,1,economic
alexander_savine,Alexander Savine,male,label_consensus_1,False,1,1,economic
lilian_knowles,Lilian Knowles,female,name_match_qid_unreviewed,False,2,2,economic;women
olive_schreiner,Olive Schreiner,female,label_consensus_1,False,1,0,women
m_dorothy_george,M. Dorothy George,unknown,no_wikidata_match,False,1,0,social
m_m_postan,M. M. Postan,unknown,no_wikidata_match,False,1,1,biography;economic
g_g_coulton,G. G. Coulton,unknown,no_wikidata_match,False,1,0,economic
a_hamilton_thompson,A. Hamilton Thompson,unknown,no_wikidata_match,False,1,1,economic;women
rhoda_power,Rhoda Power,female,label_consensus_1,False,1,1,biography
amy_louise_erickson,Amy Louise Erickson,female,label_consensus_1,False,1,0,women
gertrud_bing,Gertrud Bing,female,name_match_qid_unreviewed,False,1,1,oldculture
ernst_gombrich,Ernst Gombrich,male,name_match_qid_unreviewed,False,2,1,context;oldculture
r_w_yates,R. W. Yates,unknown,no_wikidata_match,False,1,1,oldculture
paolo_rossi,Paolo Rossi,male,label_consensus_24,False,1,1,science
aby_warburg,Aby Warburg,male,label_consensus_1,False,1,1,oldculture
william_stubbs,William Stubbs,male,name_match_qid_unreviewed,False,1,1,political
paul_vinogradoff,Paul Vinogradoff,male,name_match_qid_unreviewed,False,1,1,political
hubert_hall,Hubert Hall,male,label_consensus_1,False,1,0,political
hilary_jenkinson,Hilary Jenkinson,male,label_consensus_1,False,1,0,political
c_r_cheney,C. R. Cheney,unknown,no_wikidata_match,False,1,0,political
j_e_neale,J. E. Neale,male,name_match_qid_unreviewed,False,1,1,biography;political
j_p_cooper,J. P. Cooper,unknown,no_wikidata_match,False,1,1,biography;political
hugh_kearney,Hugh Kearney,male,name_match_qid_unreviewed,False,1,1,biography;political
gerald_aylmer,Gerald Aylmer,male,name_match_qid_unreviewed,False,1,1,biography;political
austin_woolrych,Austin Woolrych,unknown,no_wikidata_match,False,1,2,biography;political
geoffrey_parker,Geoffrey Parker,male,name_match_qid_unreviewed,False,1,1,military
brian_vickers,Brian Vickers,male,label_consensus_4,False,1,1,science
rosika_schwimmer,Rosika Schwimmer,female,label_consensus_1,False,1,1,women
margaret_storrs_grierson,Margaret Storrs Grierson,female,label_consensus_1,False,1,1,women
nancy_f_cott,Nancy F. Cott,female,name_match_qid_unreviewed,False,1,1,women
anke_voss_hubbard,Anke Voss-Hubbard,female,label_consensus_1,False,1,1,women
sue_bailey_thurman,Sue Bailey Thurman,female,name_match_qid_unreviewed,False,2,1,black;women
mary_mcleod_bethune,Mary McLeod Bethune,female,label_consensus_1,False,2,1,black;women
anne_firor_scott,Anne Firor Scott,female,name_match_qid_unreviewed,False,1,1,women
julie_richter,Julie Richter,female,name_match_qid_unreviewed,False,1,1,women
carroll_d_wright,Carroll D. Wright,unknown,no_wikidata_match,False,1,1,quant
horace_g_wadlin,Horace G. Wadlin,unknown,no_wikidata_match,False,1,1,quant
charles_f_pidgin,Charles F. Pidgin,male,label_consensus_1,False,1,1,quant
adelaide_underhill,Adelaide Underhill,unknown,no_wikidata_match,False,1,1,economic;women
moses_coit_tyler,Moses Coit Tyler,male,name_match_qid_unreviewed,False,1,1,ranke
leila_j_rupp,Leila J. Rupp,female,name_match_qid_unreviewed,False,1,1,women
frances_james,Frances James,female,label_consensus_7,False,2,1,marx;women
gilman_m_ostrander,Gilman M. Ostrander,unknown,no_wikidata_match,False,1,0,political
elizabeth_fox_genovese,Elizabeth Fox-Genovese,female,name_match_qid_unreviewed,False,3,2,marx;newleft;revival
elizabeth_a_r_brown,Elizabeth A. R. Brown,female,name_match_qid_unreviewed,False,1,1,political
john_henneman,John Henneman,unknown,no_wikidata_match,False,1,1,political
alma_tuchman,Alma Tuchman,unknown,no_wikidata_match,False,1,1,political
robert_gottlieb,Robert Gottlieb,male,label_consensus_3,False,1,1,political
catherine_drinker_bowen,Catherine Drinker Bowen,female,name_match_qid_unreviewed,False,1,0,revival
c_h_mcilwain,C. H. McIlwain,unknown,no_wikidata_match,False,1,0,political
mary_church_terrell,Mary Church Terrell,female,label_consensus_1,False,2,1,black;women
marie_von_clausewitz,Marie von Clausewitz,unknown,no_wikidata_match,False,1,1,wartradition
antoine_henri_jomini,Antoine-Henri Jomini,male,name_match_qid_unreviewed,False,1,1,wartradition
alfred_thayer_mahan,Alfred Thayer Mahan,male,label_consensus_1,False,2,2,military;wartradition
julian_stafford_corbett,Julian Stafford Corbett,unknown,no_wikidata_match,False,2,2,military;wartradition
sun_tzu,Sun Tzu (Sunzi),unknown,no_wikidata_match,False,1,1,wartradition
lionel_giles,Lionel Giles,male,label_consensus_1,False,1,1,wartradition
peter_paret,Peter Paret,male,name_match_qid_unreviewed,False,2,2,military;wartradition
christopher_bassford,Christopher Bassford,male,name_match_qid_unreviewed,False,2,2,military;wartradition
karl_julius_beloch,Karl Julius Beloch,male,name_match_qid_unreviewed,False,2,1,demography;wartradition
hedwig_bruhl,Hedwig Brühl,unknown,no_wikidata_match,False,1,0,biography
georg_heinrich_pertz,Georg Heinrich Pertz,male,name_match_qid_unreviewed,False,1,0,biography
a_h_burne,A. H. Burne,unknown,no_wikidata_match,False,1,1,military
christopher_duffy,Christopher Duffy,male,name_match_qid_unreviewed,False,1,1,military
alan_shepperd,Alan Shepperd,unknown,no_wikidata_match,False,1,1,military
michael_roberts,Michael Roberts,male,name_match_qid_unreviewed,False,1,1,military
clifford_j_rogers,Clifford J. Rogers,male,name_match_qid_unreviewed,False,1,1,military
jeremy_black,Jeremy Black,male,name_match_qid_unreviewed,False,1,1,military
john_a_lynn,John A. Lynn,male,name_match_qid_unreviewed,False,1,1,military
i_a_a_thompson,I. A. A. Thompson,unknown,no_wikidata_match,False,1,1,military
john_f_guilmartin,"John F. Guilmartin, Jr.",unknown,no_wikidata_match,False,1,1,military
plutarch,Plutarch,male,name_match_qid_unreviewed,False,2,1,biography;lifetradition
samuel_johnson_english,Samuel Johnson (English writer),unknown,no_wikidata_match,False,2,2,biography;lifetradition
james_boswell,James Boswell,male,label_consensus_5,False,2,1,biography;lifetradition
william_mason,William Mason,male,label_consensus_26,False,1,1,lifetradition
virginia_woolf,Virginia Woolf,female,label_consensus_1,False,2,2,biography;lifetradition
bernard_de_fontenelle,Bernard de Fontenelle,unknown,no_wikidata_match,False,1,1,lifetradition
nicolas_de_condorcet,Nicolas de Condorcet,unknown,no_wikidata_match,False,1,1,lifetradition
edward_cook,Sir Edward Cook,unknown,no_wikidata_match,False,1,1,lifetradition
alain_robbe_grillet,Alain Robbe-Grillet,male,label_consensus_1,False,1,1,lifetradition
laurence_sterne,Laurence Sterne,male,label_consensus_1,False,1,1,lifetradition
denis_diderot,Denis Diderot,male,name_match_qid_unreviewed,False,1,1,lifetradition
daniel_roche,Daniel Roche,male,name_match_qid_unreviewed,False,1,1,biography
franco_venturi,Franco Venturi,male,name_match_qid_unreviewed,False,1,1,biography
bertha_pappenheim,Bertha Pappenheim,female,label_consensus_1,False,1,1,biography
david_kaufmann,David Kaufmann,male,label_consensus_6,False,1,1,biography
alfred_feilchenfeld,Alfred Feilchenfeld,male,label_consensus_1,False,1,1,biography
rosalie_colie,Rosalie Colie,unknown,no_wikidata_match,False,1,1,biography
jill_conway,Jill Conway,unknown,no_wikidata_match,False,1,1,biography
chandler_davis,Chandler Davis,female/male,label_mixed_3,False,1,1,biography
charles_grosvenor_osgood,Charles Grosvenor Osgood,male,label_consensus_1,False,1,1,lifetradition
josef_breuer,Josef Breuer,male,label_consensus_6,False,1,1,freud
jean_martin_charcot,Jean-Martin Charcot,male,label_consensus_1,False,1,1,freud
hippolyte_bernheim,Hippolyte Bernheim,male,label_consensus_1,False,1,1,freud
carl_gustav_jung,Carl Gustav Jung,unknown,no_wikidata_match,False,1,1,freud
sandor_ferenczi,Sándor Ferenczi,male,label_consensus_3,False,1,1,freud
anna_freud,Anna Freud,female,label_consensus_1,False,1,1,freud
melanie_klein,Melanie Klein,female,label_consensus_4,False,1,1,freud
meyer_schapiro,Meyer Schapiro,male,name_match_qid_unreviewed,False,2,2,freud;psychohistory
lloyd_demause,Lloyd deMause,male,name_match_qid_unreviewed,False,1,1,psychohistory
john_demos,John Demos,male,label_consensus_1,False,1,1,psychohistory
franz_neumann,Franz Neumann,male,label_consensus_12,False,2,1,frankfurt;psychohistory
herbert_marcuse,Herbert Marcuse,male,label_consensus_1,False,2,1,frankfurt;psychohistory
juliet_mitchell,Juliet Mitchell,female,label_consensus_1,False,1,1,freud
etienne_balibar,Étienne Balibar,male,label_consensus_1,False,1,1,karl
jacques_ranciere,Jacques Rancière,male,label_consensus_1,False,1,1,karl
pierre_macherey,Pierre Macherey,male,label_consensus_1,False,1,1,karl
roger_establet,Roger Establet,male,label_consensus_1,False,1,1,karl
jacques_martin,Jacques Martin,male,name_match_qid_unreviewed,False,1,1,karl
jean_cavailles,Jean Cavaillès,male,label_consensus_2,False,1,1,epistemology
edmund_husserl,Edmund Husserl,male,label_consensus_1,False,1,1,language
martin_heidegger,Martin Heidegger,unknown,no_wikidata_match,False,1,1,language
charles_s_peirce,Charles S. Peirce,unknown,no_wikidata_match,False,2,2,language;truthdebate
jan_goldstein,Jan E. Goldstein,female,name_match_qid_unreviewed,False,2,2,language;science
sonia_combe,Sonia Combe,female,name_match_qid_unreviewed,False,1,1,memory
paul_ree,Paul Rée,male,label_consensus_1,False,1,1,philhistory
arthur_schopenhauer,Arthur Schopenhauer,male,label_consensus_1,False,1,1,philhistory
stephen_bann,Stephen Bann,male,label_consensus_1,False,2,2,language;philhistory
jean_pierre_vernant,Jean-Pierre Vernant,male,name_match_qid_unreviewed,False,3,2,anthropology;language;practice
julia_kristeva,Julia Kristeva,female,label_consensus_1,False,1,1,language
karl_lamprecht,Karl Lamprecht,male,name_match_qid_unreviewed,False,2,2,oldculture;ranke
johann_gottfried_herder,Johann Gottfried Herder,male,label_consensus_1,False,4,3,conceptual;historicism;oldculture;philhistory
giambattista_vico,Giambattista Vico,male,name_match_qid_unreviewed,False,2,1,nationaltradition;philhistory
augustin_thierry,Augustin Thierry,male,name_match_qid_unreviewed,False,1,1,nationaltradition
jean_mabillon,Jean Mabillon,male,name_match_qid_unreviewed,False,1,1,ranke
daniel_papebroche,Daniel Papebroche,unknown,no_wikidata_match,False,1,1,ranke
charles_victor_langlois,Charles-Victor Langlois,male,name_match_qid_unreviewed,False,1,1,ranke
charles_seignobos,Charles Seignobos,male,name_match_qid_unreviewed,False,1,1,ranke
johann_gustav_droysen,Johann Gustav Droysen,male,name_match_qid_unreviewed,False,3,3,historicism;philhistory;ranke
ernst_bernheim,Ernst Bernheim,male,name_match_qid_unreviewed,False,1,1,ranke
numa_denis_fustel_de_coulanges,Numa Denis Fustel de Coulanges,male,name_match_qid_unreviewed,False,1,1,ranke
immanuel_kant,Immanuel Kant,unknown,no_wikidata_match,False,2,1,historicism;philhistory
g_w_f_hegel,G. W. F. Hegel,unknown,no_wikidata_match,False,3,1,historicism;karl;philhistory
friedrich_schleiermacher,Friedrich Schleiermacher,male,label_consensus_1,False,2,2,biography;historicism;philhistory
frank_ramsey,Frank Ramsey,male,label_consensus_1,False,1,0,philhistory
piero_sraffa,Piero Sraffa,male,label_consensus_1,False,1,0,philhistory
j_l_austin,J. L. Austin,unknown,no_wikidata_match,False,1,1,context
john_dunn,John Dunn,male,name_match_qid_unreviewed,False,1,1,context
michael_oakeshott,Michael Oakeshott,male,name_match_qid_unreviewed,False,1,1,context
hans_baron,Hans Baron,male,name_match_qid_unreviewed,False,1,1,context
g_e_m_anscombe,G. E. M. Anscombe,female,label_consensus_1,False,1,1,context
annabel_brett,Annabel S. Brett,female,label_consensus_1,False,2,2,context;intellectualhistory
james_tully,James Tully,male,label_consensus_6,False,1,1,context
richard_tuck,Richard Tuck,male,label_consensus_1,False,1,1,context
otto_brunner,Otto Brunner,male,name_match_qid_unreviewed,False,1,1,conceptual
werner_conze,Werner Conze,male,name_match_qid_unreviewed,False,1,1,conceptual
melvin_richter,Melvin Richter,male,label_consensus_1,False,1,1,conceptual
rolf_reichardt,Rolf Reichardt,male,name_match_qid_unreviewed,False,1,1,conceptual
eberhard_schmitt,Eberhard Schmitt,male,name_match_qid_unreviewed,False,1,1,conceptual
hans_ulrich_gumbrecht,Hans Ulrich Gumbrecht,male,label_consensus_1,False,1,1,conceptual
friedrich_engels,Friedrich Engels,male,name_match_qid_unreviewed,False,1,1,karl
georg_lukacs,Georg / György Lukács,unknown,no_wikidata_match,False,1,1,karl
rosa_luxemburg,Rosa Luxemburg,unknown,no_wikidata_match,False,1,1,karl
v_i_lenin,V. I. Lenin,unknown,no_wikidata_match,False,1,1,karl
g_a_cohen,G. A. Cohen,unknown,no_wikidata_match,False,1,1,karl
lise_vogel,Lise Vogel,female,label_consensus_2,False,2,1,gender;karl
heinrich_rickert,Heinrich Rickert,male,label_consensus_4,False,1,1,weber
marianne_weber,Marianne Weber,female,label_consensus_4,False,2,1,weber;women
neil_smelser,Neil J. Smelser,unknown,no_wikidata_match,False,1,1,modern
s_n_eisenstadt,S. N. Eisenstadt,unknown,no_wikidata_match,False,2,2,historicalsociology;modern
samuel_huntington,Samuel P. Huntington,male,label_consensus_1,False,1,1,modern
alex_inkeles,Alex Inkeles,male,name_match_qid_unreviewed,False,1,1,modern
david_h_smith,David H. Smith,male,label_consensus_3,False,1,1,modern
paul_lazarsfeld,Paul F. Lazarsfeld,unknown,no_wikidata_match,False,1,1,modern
joseph_schumpeter,Joseph A. Schumpeter,unknown,no_wikidata_match,False,2,2,economictheory;modern
robert_n_bellah,Robert N. Bellah,unknown,no_wikidata_match,False,1,1,modern
theotonio_dos_santos,Theotonio dos Santos,unknown,no_wikidata_match,False,1,1,dependency
fernando_henrique_cardoso,Fernando Henrique Cardoso,male,label_consensus_1,False,1,1,dependency
enzo_faletto,Enzo Faletto,male,name_match_qid_unreviewed,False,1,1,dependency
raul_prebisch,Raúl Prebisch,male,label_consensus_1,False,2,1,dependency;economictheory
celso_furtado,Celso Furtado,male,label_consensus_1,False,3,3,dependency;economic;economictheory
ruy_mauro_marini,Ruy Mauro Marini,male,label_consensus_1,False,1,1,dependency
vania_bambirra,Vânia Bambirra,female,label_consensus_1,False,1,1,dependency
samir_amin,Samir Amin,male,label_consensus_1,False,1,1,dependency
giovanni_arrighi,Giovanni Arrighi,male,label_consensus_2,False,1,1,dependency
alice_lynd,Alice Lynd,unknown,no_wikidata_match,False,3,2,labourhistory;newleft;oral
david_montgomery,David Montgomery,male,name_match_qid_unreviewed,False,3,2,labourhistory;newleft;social
alfred_f_young,Alfred F. Young,male,name_match_qid_unreviewed,False,1,1,newleft
jesse_lemisch,Jesse Lemisch,male,name_match_qid_unreviewed,False,1,1,newleft
howard_zinn,Howard Zinn,male,name_match_qid_unreviewed,False,1,1,newleft
gabriel_kolko,Gabriel Kolko,male,name_match_qid_unreviewed,False,1,1,newleft
george_p_rawick,George P. Rawick,unknown,no_wikidata_match,False,1,1,newleft
lawrence_w_levine,Lawrence W. Levine,male,name_match_qid_unreviewed,False,1,1,newleft
leon_litwack,Leon Litwack,male,name_match_qid_unreviewed,False,1,1,newleft
betty_balanoff,Betty Balanoff,unknown,no_wikidata_match,False,2,1,newleft;oral
robert_darnton,Robert Darnton,male,name_match_qid_unreviewed,False,3,2,culture;intellectualhistory;revival
peter_burke,Peter Burke,male,name_match_qid_unreviewed,False,1,1,culture
carroll_smith_rosenberg,Carroll Smith-Rosenberg,female,label_consensus_1,False,3,2,culture;gender;language
patricia_obrien,Patricia O’Brien,female,name_match_qid_unreviewed,False,1,0,culture
suzanne_desan,Suzanne Desan,female,name_match_qid_unreviewed,False,1,1,culture
aletta_biersack,Aletta Biersack,female,label_consensus_1,False,1,1,culture
lloyd_kramer,Lloyd S. Kramer,unknown,no_wikidata_match,False,1,1,culture
mary_ryan,Mary P. Ryan,female,name_match_qid_unreviewed,False,2,2,culture;frankfurt
thomas_laqueur,Thomas W. Laqueur,male,name_match_qid_unreviewed,False,1,1,culture
randolph_starn,Randolph Starn,male,name_match_qid_unreviewed,False,2,1,culture;revival
dominick_lacapra,Dominick LaCapra,male,name_match_qid_unreviewed,False,2,3,culture;intellectualhistory;language
patrick_joyce,Patrick Joyce,male,name_match_qid_unreviewed,False,1,1,language
john_toews,John E. Toews,male,name_match_qid_unreviewed,False,2,2,intellectualhistory;language
mikhail_bakhtin,Mikhail Bakhtin,male,label_consensus_1,False,1,1,language
marshall_hodgson,Marshall G. S. Hodgson,unknown,no_wikidata_match,False,1,1,global
edmund_burke_iii,Edmund Burke III,male,name_match_qid_unreviewed,False,1,1,global
janet_abu_lughod,Janet Lippman Abu-Lughod,unknown,no_wikidata_match,False,1,1,global
jerry_bentley,Jerry H. Bentley,male,name_match_qid_unreviewed,False,1,1,global
r_bin_wong,R. Bin Wong,unknown,no_wikidata_match,False,3,1,economic;global;historicalsociology
prasenjit_duara,Prasenjit Duara,male,name_match_qid_unreviewed,False,2,1,global;nationalismstudies
ca_bayly,C. A. Bayly,unknown,no_wikidata_match,False,1,1,global
kn_chaudhuri,K. N. Chaudhuri,unknown,no_wikidata_match,False,1,1,global
serge_gruzinski,Serge Gruzinski,male,name_match_qid_unreviewed,False,1,1,global
victor_lieberman,Victor Lieberman,male,name_match_qid_unreviewed,False,1,1,global
cemal_kafadar,Cemal Kafadar,male,name_match_qid_unreviewed,False,1,0,global
northrop_frye,Northrop Frye,male,label_consensus_1,False,1,1,language
kenneth_burke,Kenneth Burke,male,label_consensus_2,False,1,1,language
erich_auerbach,Erich Auerbach,male,label_consensus_2,False,1,0,language
louis_mink,Louis O. Mink,unknown,no_wikidata_match,False,1,1,philhistory
wb_gallie,W. B. Gallie,male,name_match_qid_unreviewed,False,1,1,philhistory
arthur_danto,Arthur C. Danto,unknown,no_wikidata_match,False,1,1,philhistory
gaetano_mosca,Gaetano Mosca,male,name_match_qid_unreviewed,False,1,0,karl
vilfredo_pareto,Vilfredo Pareto,male,label_consensus_1,False,1,0,karl
quintin_hoare,Quintin Hoare,male,label_consensus_1,False,1,0,karl
geoffrey_nowell_smith,Geoffrey Nowell Smith,unknown,no_wikidata_match,False,1,0,karl
maurice_mandelbaum,Maurice Mandelbaum,male,label_consensus_1,False,1,1,philhistory
edgar_zilsel,Edgar Zilsel,male,name_match_qid_unreviewed,False,1,1,philhistory
morton_white,Morton White,male,name_match_qid_unreviewed,False,1,1,philhistory
barbara_hardy,Barbara Hardy,female,label_consensus_2,False,1,1,philhistory
wh_walsh,W. H. Walsh,unknown,no_wikidata_match,False,1,1,philhistory
patrick_gardiner,Patrick Gardiner,male,label_consensus_1,False,1,1,philhistory
garrett_mattingly,Garrett Mattingly,male,name_match_qid_unreviewed,False,1,0,philhistory
george_santayana,George Santayana,male,label_consensus_1,False,1,0,philhistory
martin_jay,Martin Jay,male,name_match_qid_unreviewed,False,1,1,frankfurt
erich_fromm,Erich Fromm,male,label_consensus_1,False,1,1,frankfurt
friedrich_pollock,Friedrich Pollock,male,label_consensus_1,False,1,1,frankfurt
carl_grunberg,Carl Grünberg,male,name_match_qid_unreviewed,False,1,1,frankfurt
