person_id,label,has_node,rep_n,strand_n,entries
arnold_toynbee_economic_historian,Arnold Toynbee (economic historian),False,1,1,historicalecon
barbara_taylor,Barbara Taylor,False,2,3,gender;marx;women
barbara_tuchman,Barbara W. Tuchman,True,5,4,biography;military;political;ranke;revival
barrington_moore,Barrington Moore,False,1,1,historicalsociology
barry_barnes,Barry Barnes,False,1,1,ssk
benedetto_croce,Benedetto Croce,False,3,3,historicism;philhistory;ranke
benedict_anderson,Benedict Anderson,False,1,1,nationalismstudies
bernard_bailyn,Bernard Bailyn,False,2,2,atlantic;political
latour,Bruno Latour,True,1,2,ssk;sts
clr_james,C. L. R. James,True,7,6,anticolonial;atlantic;culture;karl;marx;nationaltradition;social
cv_wedgwood,C. V. Wedgwood,True,5,4,biography;military;oldculture;political;revival
carl_g_hempel,Carl G. Hempel,False,1,1,philhistory
carl_l_becker,Carl L. Becker,False,1,1,philhistory
carl_von_clausewitz,Carl von Clausewitz,False,2,1,military;wartradition
carlo_ginzburg,Carlo Ginzburg,False,3,3,micro;revival;truthdebate
carolyn_merchant,Carolyn Merchant,False,2,2,environment;science
carter_g_woodson,Carter G. Woodson,False,1,1,black
catherine_hall,Catherine Hall,False,2,2,gender;social
charles_a_beard,Charles A. Beard,False,1,1,progressive
charles_tilly,Charles Tilly,False,5,5,global;historicalsociology;military;political;social
christopher_browning,Christopher Browning,False,1,1,holocaust
christopher_hill,Christopher Hill,True,2,3,biography;marx;political
levistrauss,Claude Lévi-Strauss,True,2,2,anthropology;culturalstudies
geertz,Clifford Geertz,True,2,2,anthropology;culture
daniel_jonah_goldhagen,Daniel Jonah Goldhagen,False,1,1,holocaust
david_blackbourn,David Blackbourn,False,1,1,bielefeld
david_bloor,David Bloor,False,1,1,ssk
david_ricardo,David Ricardo,False,1,1,economictheory
dipesh_chakrabarty,Dipesh Chakrabarty,False,4,5,gender;labourhistory;post;social;subaltern
donald_worster,Donald Worster,False,1,2,environment;geography
dorothy_thompson,Dorothy Thompson,True,6,5,biography;labourhistory;marx;political;social;women
douglass_north,Douglass North,False,2,2,economic;quant
e_a_wrigley,E. A. Wrigley,False,3,3,demography;quant;social
e_h_carr,E. H. Carr,False,2,1,philhistory;truthdebate
ep_thompson,E. P. Thompson,True,10,10,biography;culturalstudies;culture;economic;gender;karl;labourhistory;marx;political;social;technology
edward_burnett_tylor,Edward Burnett Tylor,False,1,1,anthropology
edward_said,Edward Said,False,1,1,post
eileen_power,Eileen Power,True,4,3,biography;economic;social;women
eleanor_flexner,Eleanor Flexner,True,2,2,political;women
emmanuel_le_roy_ladurie,Emmanuel Le Roy Ladurie,False,1,1,annales
eric_hobsbawm,Eric Hobsbawm,True,6,5,labourhistory;marx;nationalismstudies;revival;social;truthdebate
eric_williams,Eric Williams,True,4,4,anticolonial;atlantic;economic;nationaltradition
eric_wolf,Eric Wolf,False,2,2,anthropology;global
erik_h_erikson,Erik H. Erikson,False,3,3,biography;freud;psychohistory
ernest_gellner,Ernest Gellner,False,1,1,nationalismstudies
eugene_genovese,Eugene Genovese,False,1,1,newleft
ferdinand_de_saussure,Ferdinand de Saussure,False,1,1,saussure
fernand_braudel,Fernand Braudel,True,2,2,annales;economic
frances_yates,Frances A. Yates,True,3,2,memory;oldculture;science
fanon,Frantz Fanon,True,2,1,anticolonial;nationalismstudies
franz_boas,Franz Boas,False,1,1,anthropology
frederick_jackson_turner,Frederick Jackson Turner,False,1,1,progressive
friedrich_meinecke,Friedrich Meinecke,False,2,2,historicism;nationaltradition
nietzsche,Friedrich Nietzsche,True,4,4,conceptual;language;oldculture;philhistory
fritz_fischer,Fritz Fischer,False,1,1,bielefeld
g_r_elton,G. R. Elton,False,2,1,philhistory;truthdebate
gareth_stedman_jones,Gareth Stedman Jones,False,3,3,historyworkshop;language;marx
gaston_bachelard,Gaston Bachelard,False,1,2,epistemology;karl
gayatri_chakravorty_spivak,Gayatri Chakravorty Spivak,False,2,2,post;subaltern
geoff_eley,Geoff Eley,False,2,2,bielefeld;frankfurt
george_bancroft,George Bancroft,False,1,1,nationaltradition
george_chauncey,George Chauncey,False,1,1,queer
george_perkins_marsh,George Perkins Marsh,False,1,1,geography
george_sarton,George Sarton,False,1,1,science
george_washington_williams,George Washington Williams,False,1,1,black
georges_canguilhem,Georges Canguilhem,False,1,1,epistemology
gerald_e_markle,Gerald E. Markle,False,1,0,sts
gerda_lerner,Gerda Lerner,False,2,2,identity;women
ryle,Gilbert Ryle,True,3,2,anthropology;context;philhistory
giovanni_levi,Giovanni Levi,False,2,2,biography;micro
gustav_schmoller,Gustav Schmoller,False,3,2,economic;historicalecon;weber
hans_delbruck,Hans Delbrück,False,2,1,military;wartradition
hans_mommsen,Hans Mommsen,False,1,1,holocaust
hans_ulrich_wehler,Hans-Ulrich Wehler,False,2,2,bielefeld;micro
white,Hayden White,True,3,4,culture;language;philhistory;revival;truthdebate
helen_maud_cam,Helen Maud Cam,True,2,1,biography;political
herbert_gutman,Herbert Gutman,False,4,4,labourhistory;newleft;quant;social
howard_winant,Howard Winant,False,1,1,gender
immanuel_wallerstein,Immanuel Wallerstein,False,1,1,dependency
ivy_pinchbeck,Ivy Pinchbeck,True,2,2,economic;women
j_g_a_pocock,J. G. A. Pocock,False,3,3,conceptual;context;intellectualhistory;political
j_h_plumb,J. H. Plumb,False,1,1,consumption
jacob_burckhardt,Jacob Burckhardt,False,1,1,oldculture
derrida,Jacques Derrida,True,4,5,freud;gender;language;memory;saussure
lacan,Jacques Lacan,True,3,3,freud;gender;language
jacques_le_goff,Jacques Le Goff,False,1,2,annales;marx
james_c_petersen,James C. Petersen,False,1,0,sts
james_george_frazer,James George Frazer,False,1,1,anthropology
jan_vansina,Jan Vansina,False,3,3,africanhist;ethnohistory;oral
jeffrey_weeks,Jeffrey Weeks,False,1,1,queer
joan_wallach_scott,Joan Wallach Scott,False,8,7,culture;demography;gender;identity;labourhistory;language;social;women
joanna_bourke,Joanna Bourke,False,2,2,gender;military
johan_huizinga,Johan Huizinga,False,2,2,oldculture;philhistory
john_brewer,John Brewer,False,1,1,consumption
john_demilio,John D’Emilio,False,3,3,identity;karl;queer
john_keegan,John Keegan,False,2,2,military;wartradition
john_stuart_mill,John Stuart Mill,False,3,2,economictheory;nationaltradition;philhistory
john_thornton,John Thornton,False,2,2,africanhist;atlantic
joyce_appleby,Joyce Appleby,False,1,1,truthdebate
jules_michelet,Jules Michelet,False,2,2,nationaltradition;philhistory
julia_cherry_spruill,Julia Cherry Spruill,True,3,1,consumption;social;women
jurgen_habermas,Jürgen Habermas,False,1,1,frankfurt
jurgen_kocka,Jürgen Kocka,False,1,1,bielefeld
k_o_dike,K. O. Dike,False,1,1,africanhist
karl_marx,Karl Marx,False,2,2,economictheory;karl
keith_jenkins,Keith Jenkins,False,1,1,truthdebate
kenneth_pomeranz,Kenneth Pomeranz,False,2,2,economic;global
kimberle_crenshaw,Kimberlé Crenshaw,False,2,2,gender;identity
lawrence_stone,Lawrence Stone,False,2,3,biography;demography;revival
leopold_von_ranke,Leopold von Ranke,False,4,3,historicism;philhistory;political;ranke;wartradition
lewis_namier,Lewis Namier,False,2,2,biography;political
linda_tuhiwai_smith,Linda Tuhiwai Smith,False,2,2,identity;indigenous
althusser,Louis Althusser,True,5,4,culturalstudies;epistemology;freud;karl;language
louis_hartz,Louis Hartz,False,1,1,progressive
louis_henry,Louis Henry,False,2,2,demography;quant
lucien_febvre,Lucien Febvre,True,3,4,annales;geography;marx;oldculture
lucy_maynard_salmon,Lucy Maynard Salmon,True,6,3,consumption;economic;quant;ranke;social;women
wittgenstein,Ludwig Wittgenstein,True,3,2,anthropology;context;philhistory
lynn_hunt,Lynn Hunt,False,3,3,culture;political;truthdebate
lytton_strachey,Lytton Strachey,False,2,1,biography;lifetradition
marc_bloch,Marc Bloch,True,3,4,annales;durkheim;marx;philhistory;social
margaret_c_jacob,Margaret C. Jacob,False,1,1,truthdebate
martin_broszat,Martin Broszat,False,1,1,holocaust
mary_ritter_beard,Mary Ritter Beard,True,3,3,identity;progressive;women
maurice_halbwachs,Maurice Halbwachs,False,3,3,durkheim;epistemology;memory
max_horkheimer,Max Horkheimer,False,1,1,frankfurt
max_weber,Max Weber,False,3,3,conceptual;historicalecon;weber
michael_howard,Michael Howard,False,2,2,military;wartradition
michael_mann,Michael Mann,False,1,1,historicalsociology
michael_omi,Michael Omi,False,1,1,gender
foucault,Michel Foucault,True,5,5,culturalstudies;epistemology;language;queer;science
michel_de_certeau,Michel de Certeau,False,2,2,biography;practice
natalie_zemon_davis,Natalie Zemon Davis,False,5,4,biography;culture;revival;social;women
neil_mckendrick,Neil McKendrick,False,1,1,consumption
elias,Norbert Elias,True,1,2,anthropology;historicalsociology
partha_chatterjee,Partha Chatterjee,False,4,4,nationalismstudies;nationaltradition;post;subaltern
paul_gilroy,Paul Gilroy,False,2,3,atlantic;culturalstudies;identity
paul_thompson,Paul Thompson,False,1,1,oral
paul_vidal_de_la_blache,Paul Vidal de la Blache,False,1,1,geography
perry_anderson,Perry Anderson,False,1,1,historicalsociology
peter_gay,Peter Gay,False,1,2,freud;psychohistory
peter_laslett,Peter Laslett,False,2,3,context;demography;social
philip_curtin,Philip Curtin,False,3,2,atlantic;global;quant
philippe_aries,Philippe Ariès,False,1,1,demography
pierre_bourdieu,Pierre Bourdieu,False,3,4,biography;consumption;marx;practice
pierre_nora,Pierre Nora,False,1,1,memory
quentin_skinner,Quentin Skinner,False,4,4,conceptual;context;historicism;intellectualhistory;political
r_g_collingwood,R. G. Collingwood,False,3,3,context;historicism;philhistory
r_h_tawney,R. H. Tawney,True,2,1,economic;marx
ranajit_guha,Ranajit Guha,False,3,3,nationaltradition;political;subaltern
raphael_samuel,Raphael Samuel,False,6,5,historyworkshop;marx;memory;publichistory;spatialhistory;truthdebate
raul_hilberg,Raul Hilberg,False,1,1,holocaust
raymond_williams,Raymond Williams,False,1,1,culturalstudies
reinhart_koselleck,Reinhart Koselleck,False,3,2,conceptual;intellectualhistory;political
richard_hofstadter,Richard Hofstadter,False,1,1,progressive
richard_hoggart,Richard Hoggart,False,1,1,culturalstudies
richard_j_evans,Richard J. Evans,False,1,1,truthdebate
robert_fogel,Robert Fogel,False,2,2,economic;quant
roger_schofield,Roger Schofield,False,2,2,demography;quant
barthes,Roland Barthes,True,4,6,anthropology;culturalstudies;language;nationaltradition;philhistory;saussure
roman_jakobson,Roman Jakobson,False,2,3,freud;language;saussure
roy_porter,Roy Porter,False,2,1,consumption;medicalhistory
ruth_schwartz_cowan,Ruth Schwartz Cowan,False,1,1,technology
sanjay_subrahmanyam,Sanjay Subrahmanyam,False,2,2,global;historicalsociology
saul_friedlander,Saul Friedländer,False,1,1,holocaust
shahid_amin,Shahid Amin,False,1,1,subaltern
sheila_jasanoff,Sheila Jasanoff,False,1,1,sts
sheila_rowbotham,Sheila Rowbotham,False,2,2,historyworkshop;women
sidney_mintz,Sidney Mintz,False,2,3,atlantic;consumption;economic
sigmund_freud,Sigmund Freud,False,1,2,freud;psychohistory
staughton_lynd,Staughton Lynd,False,3,2,labourhistory;newleft;oral
steve_woolgar,Steve Woolgar,False,1,1,sts
stuart_hall,Stuart Hall,False,2,3,culturalstudies;identity;language
terence_ranger,Terence Ranger,False,2,2,africanhist;nationalismstudies
theda_skocpol,Theda Skocpol,False,1,1,historicalsociology
theodor_w_adorno,Theodor W. Adorno,False,1,1,frankfurt
thomas_babington_macaulay,Thomas Babington Macaulay,False,1,1,nationaltradition
thomas_carlyle,Thomas Carlyle,False,2,1,biography;lifetradition
kuhn,Thomas Kuhn,True,2,1,context;science
thomas_p_hughes,Thomas P. Hughes,False,2,2,sts;technology
thorold_rogers,Thorold Rogers,False,1,1,historicalecon
trevor_pinch,Trevor Pinch,False,3,3,ssk;sts;technology
victoria_e_bonnell,Victoria E. Bonnell,False,1,1,truthdebate
w_e_b_du_bois,W. E. B. Du Bois,False,3,2,atlantic;black;identity
w_w_rostow,W. W. Rostow,False,1,1,modern
walter_benjamin,Walter Benjamin,False,1,1,frankfurt
rodney,Walter Rodney,True,6,6,africanhist;anticolonial;atlantic;dependency;economic;karl;social
wilhelm_dilthey,Wilhelm Dilthey,False,3,3,biography;historicism;philhistory
william_appleman_williams,William Appleman Williams,False,2,2,newleft;political
william_ashley,William Ashley,False,1,2,economic;historicalecon
william_cronon,William Cronon,False,2,2,environment;urbanhistory
william_cunningham,William Cunningham,False,1,1,historicalecon
william_dray,William Dray,False,1,1,philhistory
william_h_mcneill,William H. McNeill,False,1,1,global
william_h_sewell_jr,William H. Sewell Jr.,False,3,3,historicalsociology;practice;truthdebate
william_wells_brown,William Wells Brown,False,2,2,biography;black
emile_durkheim,Émile Durkheim,False,2,1,durkheim;ssk
ernest_labrousse,Ernest Labrousse,True,3,3,annales;economic;quant
francois_simiand,François Simiand,False,3,3,annales;durkheim;economic
henri_pirenne,Henri Pirenne,False,2,1,annales;economic
henri_berr,Henri Berr,False,1,1,annales
roger_chartier,Roger Chartier,True,3,3,annales;culture;technology
maurice_dobb,Maurice Dobb,True,3,3,economic;karl;marx
rodney_hilton,Rodney Hilton,True,4,2,annales;economic;marx;social
dona_torr,Dona Torr,True,3,3,biography;karl;marx
steven_shapin,Steven Shapin,False,1,1,science
simon_schaffer,Simon Schaffer,False,1,1,science
alexandre_koyre,Alexandre Koyré,False,1,2,epistemology;science
robert_k_merton,Robert K. Merton,False,1,1,science
daniel_lerner,Daniel Lerner,False,1,1,modern
talcott_parsons,Talcott Parsons,False,2,2,modern;weber
seymour_martin_lipset,Seymour Martin Lipset,False,2,3,economictheory;modern;weber
ranginui_walker,Ranginui Walker,False,1,1,indigenous
jean_obrien,Jean M. O’Brien,False,1,1,indigenous
john_hope_franklin,John Hope Franklin,False,1,1,black
darlene_clark_hine,Darlene Clark Hine,False,2,2,black;women
allan_nevins,Allan Nevins,False,1,1,oral
helene_metzger,Hélène Metzger,False,1,1,science
anneliese_maier,Anneliese Maier,False,1,1,science
ludwik_fleck,Ludwik Fleck,False,1,0,science
joseph_needham,Joseph Needham,False,1,1,science
margaret_rossiter,Margaret W. Rossiter,False,1,1,science
harry_collins,Harry Collins,False,1,1,ssk
john_henry,John Henry,False,1,1,ssk
wiebe_bijker,Wiebe E. Bijker,False,2,2,sts;technology
donna_haraway,Donna Haraway,False,1,1,sts
wilhelm_roscher,Wilhelm Roscher,False,1,1,historicalecon
carl_menger,Carl Menger,False,2,2,economictheory;historicalecon
carl_sauer,Carl O. Sauer,False,3,3,environment;geography;spatialhistory
aldo_leopold,Aldo Leopold,False,2,1,environment;geography
ramachandra_guha,Ramachandra Guha,False,1,2,environment;post
madhav_gadgil,Madhav Gadgil,False,1,1,environment
richard_grove,Richard H. Grove,False,1,1,environment
jane_carruthers,Jane Carruthers,False,1,1,environment
elinor_melville,Elinor G. K. Melville,False,1,1,environment
karl_polanyi,Karl Polanyi,False,3,3,economic;economictheory;historicalsociology
alexander_gerschenkron,Alexander Gerschenkron,False,1,1,economic
jan_de_vries,Jan de Vries,False,2,2,consumption;economic
mary_douglas,Mary Douglas,False,2,2,anthropology;consumption
baron_isherwood,Baron Isherwood,False,1,1,consumption
igor_kopytoff,Igor Kopytoff,False,1,2,anthropology;consumption
victoria_de_grazia,Victoria de Grazia,False,1,1,consumption
ellen_furlough,Ellen Furlough,False,1,1,consumption
lee_benson,Lee Benson,False,3,2,political;progressive;quant
stephan_thernstrom,Stephan Thernstrom,False,3,3,quant;social;urbanhistory
stanley_engerman,Stanley L. Engerman,False,2,2,economic;quant
john_hajnal,John Hajnal,False,1,1,demography
linda_pollock,Linda A. Pollock,False,2,2,demography;psychohistory
james_lee,James Z. Lee,False,1,2,demography;quant
wang_feng,Wang Feng,False,1,2,demography;quant
jim_oeppen,Jim Oeppen,False,1,1,demography
ros_davies,Ros Davies,False,1,1,demography
richard_wall,Richard Wall,False,1,1,demography
frederick_cooper,Frederick Cooper,False,4,4,africanhist;labourhistory;political;social
leonore_davidoff,Leonore Davidoff,False,2,2,gender;social
reinhard_bendix,Reinhard Bendix,False,2,2,historicalsociology;weber
jack_goldstone,Jack A. Goldstone,False,2,1,demography;historicalsociology
margaret_somers,Margaret R. Somers,False,3,3,economictheory;historicalsociology;political;truthdebate
fred_block,Fred Block,False,1,2,economictheory;historicalsociology
ute_frevert,Ute Frevert,False,3,3,bielefeld;gender;women
simona_cerutti,Simona Cerutti,False,1,1,micro
edoardo_grendi,Edoardo Grendi,False,1,1,micro
hans_medick,Hans Medick,False,1,1,micro
siegfried_kracauer,Siegfried Kracauer,False,1,1,micro
luisa_passerini,Luisa Passerini,False,2,2,memory;oral
michael_frisch,Michael Frisch,False,2,2,oral;publichistory
sherna_berger_gluck,Sherna Berger Gluck,False,1,1,oral
daphne_patai,Daphne Patai,False,1,1,oral
belinda_bozzoli,Belinda Bozzoli,False,3,3,africanhist;oral;women
mmantho_nkotsoe,Mmantho Nkotsoe,False,1,1,oral
paul_connerton,Paul Connerton,False,1,1,memory
jan_assmann,Jan Assmann,False,1,1,memory
aleida_assmann,Aleida Assmann,False,1,1,memory
jay_winter,Jay Winter,False,2,2,memory;military
james_e_young,James E. Young,False,2,2,holocaust;memory
sally_alexander,Sally Alexander,False,3,4,freud;gender;historyworkshop;memory
anna_davin,Anna Davin,False,1,1,historyworkshop
miroslav_hroch,Miroslav Hroch,False,1,1,nationalismstudies
michael_billig,Michael Billig,False,1,1,nationalismstudies
nira_yuval_davis,Nira Yuval-Davis,False,2,1,gender;nationalismstudies
emanuel_ringelblum,Emanuel Ringelblum,False,1,1,holocaust
marion_a_kaplan,Marion A. Kaplan,False,2,2,holocaust;women
shoshana_felman,Shoshana Felman,False,1,1,holocaust
dori_laub,Dori Laub,False,1,1,holocaust
yehuda_bauer,Yehuda Bauer,False,1,1,holocaust
nechama_tec,Nechama Tec,False,1,1,holocaust
homi_k_bhabha,Homi K. Bhabha,False,1,1,post
chandra_talpade_mohanty,Chandra Talpade Mohanty,False,2,1,gender;post
ann_laura_stoler,Ann Laura Stoler,False,3,3,gender;post;queer
gyanendra_pandey,Gyanendra Pandey,False,1,1,subaltern
gyan_prakash,Gyan Prakash,False,2,1,science;subaltern
sumit_sarkar,Sumit Sarkar,False,1,1,subaltern
aime_cesaire,Aimé Césaire,False,2,2,anticolonial;nationaltradition
amilcar_cabral,Amílcar Cabral,False,1,1,anticolonial
joseph_ki_zerbo,Joseph Ki-Zerbo,False,1,1,africanhist
bethwell_a_ogot,Bethwell A. Ogot,False,2,2,africanhist;nationaltradition
amadou_hampate_ba,Amadou Hampâté Bâ,False,1,1,africanhist
samuel_johnson_yoruba,Samuel Johnson,False,1,1,africanhist
a_adu_boahen,A. Adu Boahen,False,1,1,africanhist
bolanle_awe,Bolanle Awe,False,2,2,africanhist;women
ifi_amadiume,Ifi Amadiume,False,2,2,africanhist;gender
seymour_drescher,Seymour Drescher,False,1,1,economic
william_cooper_nell,William Cooper Nell,False,2,2,black;military
dorothy_porter_wesley,Dorothy Porter Wesley,False,2,2,atlantic;black
deborah_gray_white,Deborah Gray White,False,3,3,black;gender;women
evelyn_brooks_higginbotham,Evelyn Brooks Higginbotham,False,3,3,black;gender;women
ida_altman,Ida Altman,False,1,1,atlantic
elsa_goveia,Elsa Goveia,False,1,1,atlantic
richard_price,Richard Price,False,1,1,atlantic
joan_kelly,Joan Kelly,False,2,2,oldculture;women
louise_tilly,Louise A. Tilly,False,3,2,demography;labourhistory;women
michelle_perrot,Michelle Perrot,False,4,3,annales;labourhistory;social;women
uma_chakravarti,Uma Chakravarti,False,2,2,gender;women
oyeronke_oyewumi,Oyèrónkẹ́ Oyěwùmí,False,1,1,gender
michelle_rosaldo,Michelle Zimbalist Rosaldo,False,2,2,anthropology;gender
elizabeth_lapovsky_kennedy,Elizabeth Lapovsky Kennedy,False,2,1,oral;queer
madeline_d_davis,Madeline D. Davis,False,2,1,oral;queer
eve_kosofsky_sedgwick,Eve Kosofsky Sedgwick,False,1,1,queer
judith_butler,Judith Butler,False,2,1,gender;queer
lillian_faderman,Lillian Faderman,False,2,1,queer;women
bret_hinsch,Bret Hinsch,False,1,1,queer
bernadette_brooten,Bernadette J. Brooten,False,2,1,queer;women
susan_stryker,Susan Stryker,False,2,2,gender;identity;queer
ronald_takaki,Ronald Takaki,False,1,1,identity
john_boswell,John Boswell,False,1,1,queer
te_rangi_hiroa,Te Rangi Hīroa (Peter H. Buck),False,2,2,anthropology;indigenous
vine_deloria_jr,Vine Deloria Jr.,False,1,1,indigenous
angela_cavender_wilson,Angela Cavender Wilson,False,3,2,ethnohistory;indigenous;oral
julie_cruikshank,Julie Cruikshank,False,4,3,anthropology;ethnohistory;indigenous;oral
angela_sidney,Angela Sidney,False,3,2,ethnohistory;indigenous;oral
kitty_smith,Kitty Smith,False,3,2,ethnohistory;indigenous;oral
annie_ned,Annie Ned,False,3,2,ethnohistory;indigenous;oral
lester_irabinna_rigney,Lester-Irabinna Rigney,False,1,1,indigenous
silvia_rivera_cusicanqui,Silvia Rivera Cusicanqui,False,3,2,ethnohistory;indigenous;oral
angela_mcrobbie,Angela McRobbie,False,1,1,culturalstudies
jenny_garber,Jenny Garber,False,1,1,culturalstudies
paul_willis,Paul Willis,False,1,1,culturalstudies
dick_hebdige,Dick Hebdige,False,1,1,culturalstudies
hazel_carby,Hazel V. Carby,False,3,1,culturalstudies;gender;women
pratibha_parmar,Pratibha Parmar,False,1,1,culturalstudies
bronislaw_malinowski,Bronislaw Malinowski,False,1,1,anthropology
alfred_radcliffe_brown,A. R. Radcliffe-Brown,False,1,1,anthropology
edward_evans_pritchard,E. E. Evans-Pritchard,False,1,2,anthropology;marx
marcel_mauss,Marcel Mauss,False,3,2,anthropology;durkheim;practice
ruth_benedict,Ruth Benedict,False,1,1,anthropology
margaret_mead,Margaret Mead,False,1,1,anthropology
victor_turner,Victor Turner,False,1,1,anthropology
marshall_sahlins,Marshall Sahlins,False,1,1,anthropology
bernard_cohn,Bernard S. Cohn,False,2,1,anthropology;post
talal_asad,Talal Asad,False,1,1,anthropology
james_clifford,James Clifford,False,1,1,anthropology
george_marcus,George E. Marcus,False,1,1,anthropology
johannes_fabian,Johannes Fabian,False,1,1,anthropology
ruth_behar,Ruth Behar,False,2,1,anthropology;women
deborah_gordon,Deborah A. Gordon,False,2,1,anthropology;women
zora_neale_hurston,Zora Neale Hurston,False,1,1,anthropology
fei_xiaotong,Fei Xiaotong,False,1,1,anthropology
edmund_leach,Edmund Leach,False,1,1,anthropology
charles_bally,Charles Bally,False,1,1,saussure
albert_sechehaye,Albert Sechehaye,False,1,1,saussure
albert_riedlinger,Albert Riedlinger,False,1,1,saussure
antoine_meillet,Antoine Meillet,False,2,2,durkheim;saussure
nikolai_trubetzkoy,Nikolai Trubetzkoy,False,1,1,saussure
louis_hjelmslev,Louis Hjelmslev,False,1,1,saussure
henri_hubert,Henri Hubert,False,1,1,durkheim
gabrielle_spiegel,Gabrielle M. Spiegel,False,2,2,language;saussure
georges_duby,Georges Duby,False,3,5,annales;marx;practice;revival;social
bernard_lepetit,Bernard Lepetit,False,2,2,annales;economic
jacques_revel,Jacques Revel,False,3,3,annales;ethnohistory;micro
henri_jean_martin,Henri-Jean Martin,False,2,2,annales;technology
henri_wallon,Henri Wallon,False,1,1,annales
charles_blondel,Charles Blondel,False,1,1,annales
d_p_walker,D. P. Walker,False,2,2,annales;oldculture
donald_f_mckenzie,D. F. McKenzie,False,2,2,culture;technology
louis_marin,Louis Marin,False,1,0,culture
paul_ricoeur,Paul Ricœur,False,1,0,culture
stanley_fish,Stanley Fish,False,1,1,culture
jean_yves_grenier,Jean-Yves Grenier,False,1,1,economic
jean_pascal_simonin,Jean-Pascal Simonin,False,1,1,economic
a_l_morton,A. L. Morton,False,1,2,biography;marx
george_rude,George Rudé,False,1,1,marx
john_saville,John Saville,False,1,1,marx
victor_kiernan,V. G. Kiernan,False,1,1,marx
james_epstein,James Epstein,False,1,0,political
neville_kirk,Neville Kirk,False,2,2,historyworkshop;marx
