id,title,aliases,publication_role,identity_status,publication_start,publication_end,publication_status,checked_subject_classifications,provisional_subject_classifications,source_ids,issns,languages,date_basis,date_start_kind,bibliographic_record_count,library_subject_heading_count
journal_222de444ab77a86a,Revista Brasileira de Politica Internacional,Revista Brasileira de Politica Internacional,periodical_candidate,title_matched_candidate,,,unknown,,Politics and public policy,journal_source_sheet_1389,,,,,0,0
journal_3d80b9997859ebd7,Revista Chilena de Historia del Derecho,Revista Chilena de Historia del Derecho,periodical_candidate,bibliographic_metadata_checked,1959,,unknown,Legal,,journal_source_wikipedia | journal_source_library_cfbd4ff46491c22e,0716-5447,spa,bibliographic_record,catalogued_title_start,1,7
journal_72f2f90f747058b4,Revista Chilena de Historia y Geografía,Revista Chilena de Historia y Geografía,periodical_candidate,title_matched_candidate,,,unknown,Iberoamerica,,journal_source_wikipedia,,,,,0,0
journal_3c99c3170bfd1f4d,Revista Colombiana de Antropologia,Revista Colombiana de Antropologia,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_54275c61f233de7b,Revista Complutense de Historia de América,Revista Complutense de Historia de América | Revista Complutense de Historia de America,periodical_candidate,bibliographic_metadata_checked,,,unknown,Iberoamerica | Americas,,journal_source_wikipedia | journal_source_sheet_1389 | journal_source_library_21791c262a5fb2ba,1132-8312,spa,,,1,6
journal_97ae7f97486354fa,Revista de Demografia Historica,Revista de Demografia Historica,periodical_candidate,title_matched_candidate,,,unknown,,Demography and family,journal_source_sheet_1389,,,,,0,0
journal_6b51214cf64180d2,Revista de Economia Mundial,Revista de Economia Mundial,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_b48b84834e5ca37d,Revista de Estudios Colombianos,Revista de Estudios Colombianos,periodical_candidate,bibliographic_metadata_checked,,,unknown,Colombia,Latin America and Caribbean,journal_source_sheet_1389 | journal_source_library_c42baf453ab3898a | journal_source_library_5a3f657b6a35266d,0121-2117 | 2474-6800,spa,,,2,8
journal_b24d674435f07e6e,Revista de Estudios Historico-Juridicos,Revista de Estudios Historico-Juridicos,periodical_candidate,title_matched_candidate,,,unknown,,Legal,journal_source_sheet_1389,,,,,0,0
journal_965407575171492b,Revista de Estudios Sociales,Revista de Estudios Sociales,periodical_candidate,bibliographic_metadata_checked,1998,,unknown,Social sciences | Colombia,,journal_source_sheet_1389 | journal_source_library_559c829ce72f945d,0123-885X,spa,bibliographic_record,catalogued_title_start,1,5
journal_b4bd0d5e1a5f2825,Revista de Historia,Revista de Historia,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_1d84add47abb62e4,Revista de Historia (Chile),Revista de Historia (Chile),periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_152934bf5a838f6b,Revista de Historia Americana y Argentina,Revista de Historia Americana y Argentina,periodical_candidate,bibliographic_metadata_checked,1956,,unknown,Iberoamerica | Americas | Latin America and Caribbean,,journal_source_wikipedia | journal_source_library_33886f51ab635605,0556-5960,spa,bibliographic_record,catalogued_title_start,1,10
journal_a3e9954d43023f9d,Revista de Historia da Sociedade e da Cultura,Revista de Historia da Sociedade e da Cultura,periodical_candidate,title_matched_candidate,,,unknown,Humanities | General history,,journal_source_ooir,,,,,0,0
journal_c6801b9f9f782833,"Revista de Historia da Sociedade e da Cultura"";journal","Revista de Historia da Sociedade e da Cultura"";journal",periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_d1228cc854ef9833,Revista de Historia das Ideias,Revista de Historia das Ideias,periodical_candidate,title_matched_candidate,,,unknown,General history,Ideas and historiography,journal_source_sheet_1389,,,,,0,0
journal_b8485127b0e7ca0e,Revista de Historia de Sociedade e da Cultura,Revista de Historia de Sociedade e da Cultura,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_271,,,,,0,0
journal_ebdf0c689a36adbb,Revista de Historia Economica,Revista de Historia Economica,periodical_candidate,title_matched_candidate,,,unknown,,"Business, labor and economics",journal_source_ooir,,,,,0,0
journal_00a852c11c5ddf97,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,periodical_candidate,title_matched_candidate,,,unknown,,"Latin America and Caribbean | Iberia | Business, labor and economics",journal_source_sheet_1389,,,,,0,0
journal_c5dd9f4c59a6e2f6,Revista de Historia Industrial,Revista de Historia Industrial,periodical_candidate,title_matched_candidate,,,unknown,"Business, labor and economics",,journal_source_sheet_271,,,,,0,0
journal_8427ca6e04ef4a41,Revista de Historia Moderna,Revista de Historia Moderna,periodical_candidate,bibliographic_metadata_checked,,,unknown,Iberia | Modern history since 1453,,journal_source_sheet_1389 | journal_source_library_95bcdbd36d2ef28f,0212-5862,spa,,,1,6
journal_92255e4361f5bc09,Revista de Historia Regional,Revista de Historia Regional,periodical_candidate,title_matched_candidate,,,unknown,,Regional or local history,journal_source_sheet_1389,,,,,0,0
journal_fef090858a19c471,Revista de Historiografia,Revista de Historiografia,periodical_candidate,title_matched_candidate,,,unknown,General history,,journal_source_sheet_1389,,,,,0,0
journal_8dd065a0e32535b3,Revista de Indias,Revista de Indias,periodical_candidate,bibliographic_metadata_checked,1940,,unknown,Latin America and Caribbean,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_2af5e209a7d1387a,0034-8341,spa,bibliographic_record,catalogued_title_start,1,5
journal_ca7bc52f8fd88506,Revista de Occidente,Revista de Occidente,periodical_candidate,bibliographic_metadata_checked,,,unknown,Literature | Iberia,,journal_source_sheet_1389 | journal_source_library_e2317d56ed3d517a | journal_source_library_12edd9940e631cee | journal_source_library_18fdd18065d19fe6,0034-8635,spa,,,3,14
journal_0b3d44d7063e208c,Revista de Pensamiento Estrategico y Seguridad CISDE,Revista de Pensamiento Estrategico y Seguridad CISDE,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_88e1a9b1960a2643,Revista do Instituto Histórico e Geográfico Brasileiro,Revista do Instituto Histórico e Geográfico Brasileiro,periodical_candidate,title_matched_candidate,,,unknown,Iberoamerica,,journal_source_wikipedia,,,,,0,0
journal_156882491eb596df,Revista Espanola de Filosofia Medieval,Revista Espanola de Filosofia Medieval,periodical_candidate,title_matched_candidate,,,unknown,,Middle Ages,journal_source_sheet_1389,,,,,0,0
journal_1aa8e8963407f80a,Revista Hispanica Moderna,Revista Hispanica Moderna,periodical_candidate,title_matched_candidate,,,unknown,Latin America and Caribbean,,journal_source_sheet_1389,,,,,0,0
journal_6dc9f347d1f0183c,Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,Revista Iberoamericana de Viticultura Agroindustria y Ruralidad,periodical_candidate,title_matched_candidate,,,unknown,,Latin America and Caribbean,journal_source_sheet_1389,,,,,0,0
journal_39a1e575866c1594,Revista Notas Historicas y Geograficas,Revista Notas Historicas y Geograficas,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_4cddc5c60ac26e05,Revista Portuguesa de Historia,Revista Portuguesa de Historia,periodical_candidate,title_matched_candidate,,,unknown,Iberia | General history,,journal_source_sheet_1389,,,,,0,0
journal_201f5609039ef4a8,Revista Transilvania,Revista Transilvania,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_f40eafadb04073aa,Revolutionary Russia,Revolutionary Russia,periodical_candidate,bibliographic_metadata_checked,,,unknown,Eastern Europe and Balkans | Russia and Eurasia,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_fc3a9ae45e703b73 | journal_source_library_4ddee5d7080ddefa,0954-6545 | 1743-7873,eng,,,2,10
journal_62d8c198461e342d,Revue Biblique,Revue Biblique,periodical_candidate,bibliographic_metadata_checked,,,unknown,,,journal_source_sheet_1389 | journal_source_library_1a15043b4ae2f076,0035-0907,fre,,,1,2
journal_9a06c89c5d086435,Revue d'Assyriologie et d'Archeologie Orientale,Revue d'Assyriologie et d'Archeologie Orientale,periodical_candidate,title_matched_candidate,,,unknown,,Middle East | Ancient | Archaeology,journal_source_sheet_1389,,,,,0,0
journal_3ad0c2e0aa97ba10,Revue d'Egyptologie,Revue d'Egyptologie,periodical_candidate,title_matched_candidate,,,unknown,,Egypt | Ancient,journal_source_sheet_1389,,,,,0,0
journal_fbe7ef2b996ffb4f,Revue d'Histoire de l'Amerique Francaise,Revue d'Histoire de l'Amerique Francaise,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_6f7f1ee907bae0c6,Revue d'Histoire des Mathematiques,Revue d'Histoire des Mathematiques,periodical_candidate,title_matched_candidate,,,unknown,,Science and technology | Mathematics and logic,journal_source_sheet_1389,,,,,0,0
journal_c19ba689048011bb,Revue d'Histoire du XIXe Siecle,Revue d'Histoire du XIXe Siecle,periodical_candidate,title_matched_candidate,,,unknown,,Nineteenth century,journal_source_sheet_1389,,,,,0,0
journal_b18e959685e23f87,Revue d'Histoire Ecclésiastique,Revue d'Histoire Ecclésiastique | Revue d’Histoire Ecclesiastique | Revue d'Histoire Ecclesiastique,periodical_candidate,title_matched_candidate,,,unknown,Religion,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_ooir,,,,,0,0
journal_c9168e421ddebe7a,Revue de l’Histoire des Religions,Revue de l’Histoire des Religions | Revue de l'Histoire des Religions,periodical_candidate,bibliographic_metadata_checked,,,unknown,Religion,,journal_source_sheet_271 | journal_source_ooir | journal_source_library_9372c450189aa5e3 | journal_source_library_91164825403492b5,0035-1423,fre,,,2,10
journal_d958df6e18595e0b,Revue de Philologie de Litterature et d Histoire Anciennes,Revue de Philologie de Litterature et d Histoire Anciennes,periodical_candidate,title_matched_candidate,,,unknown,,Ancient | Language and linguistics,journal_source_sheet_1389,,,,,0,0
journal_0da08dc98de5d127,Revue de Synthese,Revue de Synthese,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_271,,,,,0,0
journal_4b0821fd2a53e10d,Revue des Etudes Anciennes,Revue des Etudes Anciennes,periodical_candidate,title_matched_candidate,,,unknown,,Ancient,journal_source_sheet_1389,,,,,0,0
journal_d0dcb03f02365b34,Revue des Etudes Armeniennes,Revue des Etudes Armeniennes,periodical_candidate,title_matched_candidate,,,unknown,,Caucasus,journal_source_sheet_1389,,,,,0,0
journal_9b4577ecd3270256,Revue des Etudes Byzantines,Revue des Etudes Byzantines,periodical_candidate,title_matched_candidate,,,unknown,,Ancient | Middle Ages,journal_source_sheet_1389,,,,,0,0
journal_15a5c291f8a6542d,Revue des Etudes Juives,Revue des Etudes Juives,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_f3ba3aee4d3026ab,Revue des Etudes Slaves,Revue des Etudes Slaves,periodical_candidate,title_matched_candidate,,,unknown,Language and linguistics,Ethnic and racial studies,journal_source_sheet_1389,,,,,0,0
journal_78ec3ec711968051,Revue des Etudes Sud-Est Europeennes,Revue des Etudes Sud-Est Europeennes,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_dac972a4c9faec9a,Revue des Mondes Musulmans et de la Mediterranee,Revue des Mondes Musulmans et de la Mediterranee,periodical_candidate,title_matched_candidate,,,unknown,Africa | Social sciences,Mediterranean,journal_source_sheet_1389,,,,,0,0
journal_824e0c40e74b1fc3,Revue du Nord,Revue du Nord,periodical_candidate,bibliographic_metadata_checked,,,unknown,France | Low Countries,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_112e411f48e75811,0035-2624,fre,,,1,14
journal_2e9040d01533a272,Revue d’Histoire Moderne et Contemporaine,Revue d’Histoire Moderne et Contemporaine | Revue d'Histoire Moderne et Contemporaine,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir,,,,,0,0
journal_714fc18dceabbefd,Revue historique,Revue historique | Revue Historique,periodical_candidate,bibliographic_metadata_checked,1876,,unknown,General history,,journal_source_wikipedia | journal_source_sheet_271 | journal_source_sheet_1389 | journal_source_ooir | journal_source_library_0cc38eb76b7f4d72,0035-3264,fre,bibliographic_record,catalogued_title_start,1,6
journal_1b2d967dd18fea0e,Revue Italienne d'Etudes Francaises,Revue Italienne d'Etudes Francaises,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_e3a5dc606eabf6f5,Rhetorica,Rhetorica - A Journal of the History of Rhetoric | Rhetorica-A Journal of the History of Rhetoric,periodical_candidate,bibliographic_metadata_checked,1983,,unknown,Rhetoric,,journal_source_sheet_271 | journal_source_ooir | journal_source_library_51bd6319b98b6030,0734-8584,eng,bibliographic_record,catalogued_title_start,1,3
journal_5cd1b2ee989ccd97,Rhodesiana,Rhodesiana,periodical_candidate,bibliographic_metadata_checked,,,unknown,Africa,,journal_source_wikipedia | journal_source_library_67552b002880d28a,0556-9605,eng,,,1,5
journal_a16d00a256e95952,Ricerche di Storia Politica,Ricerche di Storia Politica,periodical_candidate,bibliographic_metadata_checked,1986,,unknown,General history | Ideas and historiography | Politics and public policy,,journal_source_sheet_1389 | journal_source_library_3882e84b0202a6a8,1120-9526,ita,bibliographic_record,catalogued_title_start,1,6
journal_01368923f5dfc513,RiCognizioni,RiCognizioni,periodical_candidate,title_matched_candidate,,,unknown,,,journal_source_sheet_1389,,,,,0,0
journal_0a5c0399d174c74e,Rinascimento,Rinascimento,periodical_candidate,bibliographic_metadata_checked,,,unknown,,Early modern,journal_source_sheet_1389 | journal_source_library_534cfd4a0ad23594,0080-3073,ita,,,1,8
journal_97bcca0093474cc2,Rivista degli Studi Orientali,Rivista degli Studi Orientali,periodical_candidate,bibliographic_metadata_checked,1907,,unknown,Asia,,journal_source_sheet_1389 | journal_source_library_a131b74ac7c7402d | journal_source_library_e8cc423953e912ff,0392-4866,ita,bibliographic_record,catalogued_title_start,2,12
journal_0010810cce9bcdbd,Rivista di Cultura Classica e Medioevale,Rivista di Cultura Classica e Medioevale,periodical_candidate,bibliographic_metadata_checked,1959,,unknown,Classical studies | Middle Ages,Classical,journal_source_sheet_1389 | journal_source_library_fc19807c6c79262a,0035-6085,ita,bibliographic_record,catalogued_title_start,1,6
journal_ea11078798998c2d,Rivista di storia della chiesa in Italia,Rivista di storia della chiesa in Italia,periodical_candidate,bibliographic_metadata_checked,1947,,unknown,Italy,,journal_source_sheet_1389 | journal_source_library_5b78ebed5fba5ad4,0035-6557,ita,bibliographic_record,catalogued_title_start,1,4
