candidate_id,query,slug,local_path,line_start_hint,line_end_hint,evidence_status
new_capitalism,"""new history of capitalism""",berghudson,/home/jic823/capitalism/pdf/berghudson.txt,8789,8905,search_hit_only
new_capitalism,"""new history of capitalism""",berghudson,/home/jic823/capitalism/pdf/berghudson.txt,9257,9376,search_hit_only
new_capitalism,"""new history of capitalism""",berghudson,/home/jic823/capitalism/pdf/berghudson.txt,9612,9729,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,1,58,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,59,120,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,181,242,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,243,301,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,302,361,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,612,670,search_hit_only
new_capitalism,"""new history of capitalism""",burnard_riello_2020_jgh,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,1168,1210,search_hit_only
new_capitalism,"""new history of capitalism""",clegg_2015_chs,/home/jic823/capitalism/pdf/clegg_2015_chs.txt,1047,1078,search_hit_only
new_capitalism,"""new history of capitalism""",clegg_2020_jhs,/home/jic823/capitalism/pdf/clegg_2020_jhs.txt,1280,1338,search_hit_only
new_capitalism,"""new history of capitalism""",hilt_2017_jeh,/home/jic823/capitalism/pdf/hilt_2017_jeh.txt,1,104,search_hit_only
new_capitalism,"""new history of capitalism""",hilt_2017_jeh,/home/jic823/capitalism/pdf/hilt_2017_jeh.txt,1184,1303,search_hit_only
new_capitalism,"""new history of capitalism""",hilt_2017_jeh,/home/jic823/capitalism/pdf/hilt_2017_jeh.txt,1305,1487,search_hit_only
new_capitalism,"""new history of capitalism""",olmstead_rhode2018,/home/jic823/capitalism/pdf/olmstead_rhode2018.txt,1,72,search_hit_only
new_capitalism,"""new history of capitalism""",olmstead_rhode2018,/home/jic823/capitalism/pdf/olmstead_rhode2018.txt,1122,1207,search_hit_only
new_capitalism,"""new history of capitalism""",olmstead_rhode_2018,/home/jic823/capitalism/pdf/olmstead_rhode_2018.txt,1,59,search_hit_only
new_capitalism,"""new history of capitalism""",olmstead_rhode_2018,/home/jic823/capitalism/pdf/olmstead_rhode_2018.txt,1098,1182,search_hit_only
new_capitalism,"""new history of capitalism""",project_muse_751005,/home/jic823/capitalism/pdf/project_muse_751005.txt,82,153,search_hit_only
new_capitalism,"""new history of capitalism""",project_muse_751005,/home/jic823/capitalism/pdf/project_muse_751005.txt,154,226,search_hit_only
new_capitalism,"""new history of capitalism""",project_muse_751005,/home/jic823/capitalism/pdf/project_muse_751005.txt,227,300,search_hit_only
new_capitalism,"""new history of capitalism""",project_muse_751005,/home/jic823/capitalism/pdf/project_muse_751005.txt,372,460,search_hit_only
new_capitalism,"""new history of capitalism""",project_muse_751005,/home/jic823/capitalism/pdf/project_muse_751005.txt,461,562,search_hit_only
new_capitalism,"""new history of capitalism""",rockman2980,/home/jic823/capitalism/pdf/rockman2980.txt,1,113,search_hit_only
new_capitalism,"""new history of capitalism""",rockman2980,/home/jic823/capitalism/pdf/rockman2980.txt,114,158,search_hit_only
new_capitalism,"""new history of capitalism""",rockman2980,/home/jic823/capitalism/pdf/rockman2980.txt,247,312,search_hit_only
new_capitalism,"""new history of capitalism""",rockman2980,/home/jic823/capitalism/pdf/rockman2980.txt,313,399,search_hit_only
new_capitalism,"""new history of capitalism""",wright_2020_ehr,/home/jic823/capitalism/pdf/wright_2020_ehr.txt,1,56,search_hit_only
new_capitalism,"""new history of capitalism""",wright_2020_ehr,/home/jic823/capitalism/pdf/wright_2020_ehr.txt,57,121,search_hit_only
new_capitalism,"""new history of capitalism""",wright_2020_ehr,/home/jic823/capitalism/pdf/wright_2020_ehr.txt,1211,1320,search_hit_only
new_capitalism,"""new history of capitalism""",wright_2020_ehr,/home/jic823/capitalism/pdf/wright_2020_ehr.txt,1449,1512,search_hit_only
new_capitalism,"""new history of capitalism""",wright_2020_ehr,/home/jic823/capitalism/pdf/wright_2020_ehr.txt,1644,1714,search_hit_only
new_capitalism,"""new history of capitalism""",wright_2020_ehr,/home/jic823/capitalism/pdf/wright_2020_ehr.txt,1715,1784,search_hit_only
